Scenario;Country;BVD_level;PTB_level;SAL_level;BDV_inc;PTB_inc;SAL_inc;NetReturn_PrCowYr;ReplacementRate;CowMortRate;CullRate;N_BoughtHeif;Income_Milk;Income_Slaughter;Income_HeifSale;Income_CalfSale;Income_StatusHeif;Income_StatusCow;Income_Total;Cost_FeedCows;Cost_FeedYoungstock;Cost_BoughtHeif;Cost_TreatmentsCows;Cost_Insem;Cost_OtherCow;Cost_OtherHeif;Cost_Total;MilkFever_inc;Dystocia_inc;RetPlacenta_inc;Metritis_inc;DisplAbomasum_inc;Ketosis_inc;Mastitis_inc
13;CAN;mean_p0;p1_high;mean_p0;0;47.3097053438826;0;29236.4145612676;36.1792235562989;8.8788756258988;27.3003479304001;0.22;738303.573991489;39462.4990633846;3458.46153846154;22142.736;-425.846769230769;-0.000000000000199823918096014;802941.423824104;240560.392479508;46425.7351169231;203.076923076923;9731.12461538462;6379.86461538462;19310.2468639053;30480.3121846154;353090.752798798;2.29170882759605;2.01974493990435;6.11519978108328;8.74684294375536;2.45366569914312;8.79080246275235;21.5411627277517
14;CAN;mean_p0;p1_high;p1_low;0;45.3157912986386;4.49109092031687;28687.1732476662;35.2586684237134;8.91433743792879;26.3443309857846;0.804;726158.928494595;38243.9318996923;3239.07692307692;21349.944;-981.356461538462;-12.578953846154;787997.945901979;237647.497092923;44420.8116830769;742.153846153846;9652.60030769231;6054.75692307692;19294.0878106509;29155.1307443787;346967.038407953;2.18153654351026;1.9473619133708;5.79005442686064;8.48593172022629;2.34562757684408;8.48196001602973;20.7604261200756
15;CAN;mean_p0;p1_high;p1_mid;0;41.4222080004179;15.8473744698932;26897.5655038829;34.324774906282;8.7939039557367;25.5308709505453;6.192;686406.435662441;37219.5334338462;2798.46153846154;19185.012;-804.42;-46.1228307692304;744758.899803979;228067.0495488;39634.0188584615;5715.69230769231;9481.33446153846;5294.04923076923;19193.7694970414;26001.4176159763;333387.331520279;1.86290933854246;1.81471838147763;5.2488504323254;7.72944272315853;2.16069566588906;7.40570791011123;18.7323074596964
16;CAN;mean_p0;p1_high;p1_high;0;39.2402991230027;37.6443685211684;24825.128721173;38.5592784326561;9.10812057155995;29.4511578610962;22.444;643450.606497482;42346.3075526154;2476.92307692308;17936.688;372.745538461537;-3.14473846153821;706580.125927021;217682.494103631;35210.4705384615;20717.5384615385;10086.1015384615;4530.07384615385;19019.2799408284;23113.7760538462;330359.734482921;1.40701513268941;1.88211685489508;4.73470911716518;7.50209058272398;1.96536647920934;5.98947684910455;16.4883041264383
17;CAN;p1_low;mean_p0;mean_p0;4.63210244627528;0;0;30838.3514145457;32.6524907815494;7.5591877757478;25.0933030058016;0.044;765339.465069009;36196.6753495385;12752;22589.028;-31.0160000000004;-0.0000000000000348787238407384;836846.152418548;246668.927252677;48559.8677661538;40.6153846153846;8062.76184615385;7046.91692307692;19340.5599408284;31882.4434;361602.092513505;2.731334885587;1.9586708296866;6.55081126197061;9.03261575246225;2.6355272493596;9.83326014279226;21.3257020917367
18;CAN;p1_low;mean_p0;p1_low;4.82123427153713;0;4.77330264962738;30521.2820875048;33.7985044997352;7.67723712462246;26.1212673751128;0.052;760300.919625871;37601.2138849231;10480.3076923077;22625.988;139.116769230769;8.38596923076926;831155.931941563;245578.804903385;48668.3025261538;48;8338.97538461538;7015.40307692308;19334.8790236686;31952.2171023669;360936.582017112;2.59036005885982;1.95323491125542;6.40895834325322;9.16510273678937;2.55839901371808;9.70232859085344;21.4278258199808
19;CAN;p1_low;mean_p0;p1_mid;4.64390235398482;0;18.443701490926;29818.3463652777;35.4107442636856;7.90305425010359;27.507690013582;0.112;748025.312620185;39497.3183273846;5383.69230769231;22563.156;-133.285846153846;10.4824615384613;815346.675870647;242790.056905846;47164.3842369231;103.384615384615;9080.21384615385;6785.50153846154;19324.7796153846;30948.465504142;356196.786262296;2.49778906069903;2.02421190229361;6.23047418484426;9.01202805459019;2.5837123819705;9.3776764577363;20.5258445173358
20;CAN;p1_low;mean_p0;p1_high;4.20360332566228;0;40.8870520724566;27434.8673229746;33.0276117557951;8.28110216531219;24.7465095904829;2.9;698007.950665595;36052.7886695385;2882.15384615385;19975.032;-1224.22461538461;-33.5438769230772;755660.156688979;230913.958029785;40209.3147969231;2676.92307692308;9658.94307692308;5701.51384615385;19253.9426627219;26340.6800621302;334755.27555156;2.08378885885908;1.88524624240287;5.46504273071597;7.91178881169765;2.26615575201006;7.90568343975529;18.3971642004451
21;CAN;p1_low;p1_low;mean_p0;4.78542474561232;4.6975517595457;0;30616.0910746296;33.7636904041251;7.74541103488977;26.0182793692353;0.04;761986.826901954;37485.3710646154;11277.8461538462;22616.748;120.206923076923;-2.09649230769239;833484.902551185;245961.259022769;48990.8313907692;36.9230769230769;8281.02769230769;7040.32615384615;19334.2329585799;32175.8397301775;361820.440025373;2.60840906205595;2.0012571395519;6.58294069972672;9.11946597484677;2.66434184688644;9.66270636799003;21.404579420125
22;CAN;p1_low;p1_low;p1_low;4.77038295562791;4.79036956636287;4.61659117809764;30425.3675801977;34.5664649194276;7.80286645584357;26.7635984635841;0.08;758660.897252085;38494.1187507692;9092;22735.944;89.6581538461531;-3.14473846153845;829069.473418239;245216.986746092;48504.8088892308;73.8461538461538;8487.28092307692;6975.08307692308;19330.3714201183;31848.8158420118;360437.193051299;2.55300192542067;2.02760536095284;6.44443110250851;9.00741460543298;2.62092307164775;9.46489621132367;21.0752421840168
23;CAN;p1_low;p1_low;p1_mid;4.70914764380951;4.67717931611115;18.2809795736472;29608.6519828831;35.6885990223261;8.0711907233995;27.6174082989266;0.108;744326.399188282;39678.8164153846;4325.53846153846;22287.804;-194.520153846154;4.1929846153846;810428.230895974;241908.167196554;46748.7343630769;99.6923076923077;9217.56615384615;6665.92615384615;19319.351183432;30675.9772378698;354635.414596317;2.38056208005691;2.06675748610313;6.17626492168392;8.92862688078247;2.52449511953891;9.13449149763374;20.5875641094199
24;CAN;p1_low;p1_low;p1_high;4.03070448035765;4.06084381100673;39.9117076186568;26966.2272876924;33.1178206097652;8.28694657930127;24.830874030464;4.8;687388.253011877;36226.7016043077;2829.23076923077;19409.544;-1170.14630769231;-61.846523076923;744621.736554646;228365.025390277;39038.7538369231;4430.76923076923;9609.36061538462;5458.04307692308;19217.3694378698;25570.6887183432;331690.01030649;1.93905613601405;1.77229964143502;5.43731648990018;7.76811161148355;2.23038344731894;7.68172249590064;18.2493917811238
25;CAN;p1_low;p1_mid;mean_p0;4.76218570268097;19.322529511737;0;30178.6019922834;36.1371453888905;8.16149003738528;27.9756553515052;0.052;755474.422866666;40186.7945956923;6261.84615384615;22798.776;97.8853846153854;-8.38596923076962;824811.339031589;244522.686208985;48615.4724707692;48;8842.95476923077;6869.07692307692;19323.160739645;31931.9418491124;360153.292960819;2.47402677814477;2.06433741229585;6.3788753565763;9.20263071260267;2.54795918855482;9.35050936977539;21.2009815567869
26;CAN;p1_low;p1_mid;p1_low;4.65302596049149;18.9498682028248;4.68499395138285;29929.3083773355;36.3368019378932;8.22278811231797;28.1140138255753;0.088;750882.058704404;40336.3484006154;4850.46153846154;22686.972;-31.4055384615388;14.6754461538462;818739.110551173;243448.0481664;47871.4279969231;81.2307692307692;9068.94246153846;6770.65846153846;19320.0343786982;31433.6667426035;357994.008976933;2.46842572277433;2.06067024866553;6.29395268254526;9.05822120889478;2.56038504083754;9.19016326864667;21.0085659757224
27;CAN;p1_low;p1_mid;p1_mid;4.40184170151521;17.7034985693627;17.1171297163318;28766.1463500868;34.7506147592562;8.2555932377456;26.4950215215106;0.744;726700.642943473;38320.6997163077;3138.76923076923;21005.292;-775.080307692309;4.19298461538473;788394.516567473;237687.691604677;44021.3947230769;686.769230769231;9331.004;6119.61230769231;19299.5385207101;28878.5924899408;346024.602876866;2.20291347733651;1.9868497407304;5.79840060083568;8.43351284800919;2.3990250307123;8.56750779299997;19.6642103214796
28;CAN;p1_low;p1_mid;p1_high;3.9972205132014;16.0230562138644;38.8058148922651;25881.9496499162;35.3282143061695;8.58048766233881;26.7477266438307;12.516;664186.835382143;38763.9641163077;2669.23076923077;18579.792;-444.991846153846;-41.9298461538463;723712.900575374;222698.8963584;37172.6032338462;11553.2307692308;9706.34584615385;5028.36923076923;19108.7710946746;24362.3114680473;329630.528001122;1.71366737935269;1.87937275867741;5.02978491068692;7.55997855262168;2.0875324014675;6.9575424900546;17.4356457587525
29;CAN;p1_low;p1_high;mean_p0;4.45006766722658;44.5565036070813;0;28678.4810132278;35.0679819222019;8.84817082843798;26.2198110937639;1.044;725635.039168606;38097.1841550769;3169.53846153846;20988.66;-860.604615384617;-25.1579076923075;787004.659262145;237434.962991262;44110.7635753846;963.692307692308;9429.52676923077;6028.11692307692;19289.9663609467;28944.2276106509;346201.256538244;2.15198140227834;1.94575566457532;5.74123849294014;8.26753934222964;2.38015155933414;8.37963802307865;20.4507210151267
30;CAN;p1_low;p1_high;p1_low;4.16714529903641;43.2328166458368;4.17506779404726;27973.9916192246;34.5280587254447;8.83765900243431;25.6903997230104;2.568;710066.448005767;37458.2708086154;2998.46153846154;20174.616;-926.380923076923;-31.4473846153846;769739.968045151;233712.070440369;42298.6506153846;2370.46153846154;9392.864;5732.36307692308;19256.1481952663;27753.4171840237;340515.975050428;2.08553496087544;1.92707370098046;5.53857770799038;8.0513192010662;2.26808736875746;7.96112341025112;19.8527734707023
31;CAN;p1_low;p1_high;p1_mid;3.96013432723668;40.7729062863107;15.6713611987903;26417.2925468575;35.430115183039;8.85278487225859;26.5773303107804;10.156;675715.846875243;38641.5307243077;2735.38461538462;18800.628;-637.875076923077;-55.5570461538462;735199.958091858;225425.351630769;38511.2748246154;9374.76923076923;9455.34707692308;5111.72307692308;19140.8144378698;25268.3444455621;332287.624723432;1.72095517190955;1.849990460479;5.23313678331293;7.72479941873955;2.06981922543749;7.06094248799058;18.342650565686
32;CAN;p1_low;p1_high;p1_high;3.72398123800949;39.1128106009132;37.5161268754256;24667.6785754047;39.4259049432628;9.25617805020561;30.1697268930572;24.136;640742.700281163;43354.8040787692;2432.30769230769;17953.32;-201.888461538461;0.0000000000000214238883044205;704281.243590701;217034.826624;34868.0352184615;22279.3846153846;10151.6006153846;4468.15384615385;19007.1383727811;22877.1301828402;330686.269475006;1.30024129341982;2.0052108476698;4.63414385051246;7.38291465731992;1.98289948289288;5.75557926860396;16.1372750486228
33;CAN;p1_mid;mean_p0;mean_p0;18.4847895766843;0;0;30356.1915448107;35.6848807165383;7.6549274746593;28.029953241879;0.06;758083.078898873;40191.6295052308;6252;22529.892;34.3116923076916;4.19298461538464;827095.105081027;244995.572009354;48150.3005046154;55.3846153846154;8485.61323076923;7014.90461538462;19325.6781656805;31613.9798094675;359641.432950656;2.46171394767188;2.00214535878182;6.3401207020667;9.07158134498779;2.57560172084981;9.24737720567766;20.8566023427588
34;CAN;p1_mid;mean_p0;p1_low;18.5752375163013;0;4.66228723810646;30088.3986544036;35.8265879556056;7.72989208127207;28.0966958743335;0.084;753013.668425172;40303.0500713846;4769.84615384615;22462.44;-97.0833846153837;3.14473846153838;820455.066004249;243812.154886892;47345.8715353846;77.5384615384615;8668.27876923077;6884.64;19323.0642011834;31076.5590360947;357188.106890324;2.36410648055271;2.02639810937592;6.26503053897949;8.91891635457445;2.53196826131284;9.03279758942146;20.3857607364187
35;CAN;p1_mid;mean_p0;p1_mid;17.2782517159914;0;17.0102207119683;28894.1447115702;34.1364214045675;7.87308856410846;26.2633328404591;0.596;728347.973961079;38000.7822129231;3112.61538461538;20750.268;-950.144615384617;-6.28947692307687;789255.20546631;237956.424466708;43390.8099938462;550.153846153846;8915.952;6216.92307692308;19305.1080473373;28453.2551390532;344788.626570021;2.13626153111757;1.93021800066291;5.72276845938639;8.33707578248723;2.35832499174528;8.3171087425584;18.9944802348753
36;CAN;p1_mid;mean_p0;p1_high;15.6001497622442;0;38.3317984926036;26058.3021350327;34.7652131778982;8.13133273239592;26.6338804455023;12.036;666523.077924232;38541.1581476923;2566.15384615385;18408.852;-517.278615384615;-45.0745846153847;725476.888718079;223132.163540677;36689.3497692308;11110.1538461538;9337.008;5166.94153846154;19114.3926035503;24042.1978721893;328592.207170263;1.72528921586501;1.83840043039114;4.9051132890383;7.46460607953652;2.04038191469933;6.94539705850298;16.7554418197546
37;CAN;p1_mid;p1_low;mean_p0;18.5723488095679;4.74197338150481;0;30156.1483283356;36.1715411947771;7.77345514151677;28.3980860532603;0.056;754887.674659016;40718.3740252308;5074.46153846154;22355.256;54.5290769230774;-2.09649230769225;823088.198807324;244256.317649723;48048.9692676923;51.6923076923077;8581.20184615385;6938.97230769231;19324.0518639053;31552.8882692308;358754.09351209;2.35999710161271;2.02429641229696;6.14481925374895;8.87251648887285;2.5418477998996;9.11630934138458;20.542615161482
38;CAN;p1_mid;p1_low;p1_low;18.3231080069076;4.70718940152724;4.54929386931216;29839.5411039744;35.8077989653558;7.78344360334845;28.0243553620074;0.136;748165.534118246;40252.1961803077;3865.53846153846;22072.512;-253.745538461538;-9.43421538461519;814092.601006246;242661.634666338;46561.2699630769;125.538461538462;8816.03938461538;6705.91384615385;19319.1432544379;30560.8436680473;354750.383244208;2.31262210029377;1.99882140395975;6.11235206001263;8.85874418037987;2.5225060376407;8.92469747522075;20.4738522640918
39;CAN;p1_mid;p1_low;p1_mid;16.8273666747001;4.26603839125107;16.6651729316534;28431.5864192426;33.7320799965744;7.96333742656732;25.7687425700071;1.548;717967.029613353;37427.3045956923;2966.76923076923;20156.136;-1066.41353846154;-32.4956307692309;777418.330270584;235462.703926154;42016.4727138462;1428.92307692308;8923.79261538461;5961.26769230769;19280.609556213;27546.5007573964;340620.270338225;2.08292260794679;1.8786381078093;5.59979592485027;8.06725833380758;2.29319389338663;8.09328402856794;18.8863953558085
40;CAN;p1_mid;p1_low;p1_high;15.4970016289735;3.87879902184477;38.1325689483136;25777.0056383558;35.6229317253356;8.34454045098249;27.2783912743531;14.992;661008.871595404;39400.7123969231;2580;18327.54;-224.211076923078;-36.6886153846151;721056.224300019;221807.741175138;36190.1804953846;13838.7692307692;9393.93415384615;5038.94769230769;19084.5919230769;23714.022268639;329068.186939162;1.60046256680396;1.83724319900013;4.85408167820465;7.46822993143041;2.00928820994446;6.71350457431435;16.6221730128823
41;CAN;p1_mid;p1_mid;mean_p0;17.6987579620707;17.7506164304058;0;29341.35774024;35.3213599393819;8.19945539246666;27.1219045469152;0.336;738313.927524672;39186.0479507692;3282.76923076923;21292.656;-976.113076923078;-10.4824615384615;801088.805167749;240300.391502769;44997.2495723077;310.153846153846;8843.78307692308;6363.91384615385;19309.0809763314;29525.7426301775;349650.315450817;2.23983735135288;1.91587990053284;5.81357531574019;8.48737427610009;2.43983722532776;8.51335334062996;20.1684770889037
42;CAN;p1_mid;p1_mid;p1_low;17.1268091515484;17.3369629736763;4.22160057064257;28798.2859604019;34.4607227954949;8.19318734888739;26.2675354466075;1.032;726307.643822497;38095.9601310769;3125.84615384615;20526.66;-956.052153846155;-11.5307076923075;787088.527245881;237437.4739968;43394.2159292308;952.615384615385;8805.78553846154;6076.02461538462;19290.8871893491;28464.468543787;344421.471197628;2.07381191753371;1.86761065885199;5.72289513744212;8.25503761937076;2.33203363076973;8.09690144851482;19.3866573848438
43;CAN;p1_mid;p1_mid;p1_mid;15.7611621380455;16.0187346697045;15.6444352681012;27035.1885273227;34.2867840603443;8.30054030758402;25.9862437527603;7.04;687419.804104096;37812.9234344615;2856.92307692308;18984.504;-1213.05507692308;-71.2807384615383;745789.818800096;228118.436458338;38986.4018830769;6498.46153846154;8835.18430769231;5398.28307692308;19181.3828698225;25560.7409349112;332578.891069226;1.7635937211281;1.8200461465866;5.21384515048281;7.72825144464176;2.17815440580399;7.08806539801088;17.8687274479391
44;CAN;p1_mid;p1_mid;p1_high;15.4428393127726;15.4855029746401;37.8136023819872;25193.4456506575;37.9680334049069;8.61228487552768;29.3557485293792;21.112;649452.327941887;42174.0868750769;2418.46153846154;18068.82;236.124615384615;-6.28947692307689;712343.531493887;219034.292570585;35218.1716215385;19488;9695.79261538461;4772.82461538462;19029.2085502959;23103.8029579882;330342.092931176;1.42457996441941;1.89739457642991;4.82969866556981;7.41898994185103;1.93188082343203;6.10205054033177;16.1874215205332
45;CAN;p1_mid;p1_high;mean_p0;15.8364690012536;40.5895675991384;0;26893.7345829942;35.1812557963063;8.5721804839329;26.6090753123734;8.304;685054.866816303;38663.6813723077;2753.84615384615;18731.328;-763.597846153846;-60.798276923077;744379.32621938;227561.054639262;39292.6546523077;7665.23076923077;8936.65907692308;5318.08615384615;19163.2856213018;25784.0091887574;333720.980101628;1.73895475348023;1.86800247316554;5.01142134996109;7.59266517917947;2.08757939310907;7.00821378675131;18.6253368672112
46;CAN;p1_mid;p1_high;p1_low;15.4896648086993;40.3460814254693;3.9643238924963;26463.9550398597;35.8794779542336;8.69625424682588;27.1832237074077;11.556;675941.196511201;39404.6536295385;2763.07692307692;18543.756;-569.642307692308;-60.798276923077;736022.242479201;225329.345926892;38350.5740707692;10667.0769230769;9047.64707692308;5135.15076923077;19121.0166272189;25167.3225532544;332818.133947366;1.67213577025864;1.88023639744481;5.0487642337984;7.63784786979418;2.06386316286403;6.67240759772379;18.1392881226344
47;CAN;p1_mid;p1_high;p1_mid;15.4510533236607;39.6678295331409;15.1631971682531;25606.4651506414;38.0833755668001;8.88548634262298;29.1978892241771;19.052;657942.976592058;42079.4018572308;2547.69230769231;18291.504;-164.458307692308;-28.3026461538459;720668.813803135;221010.528986585;36389.1400153846;17586.4615384615;9378.78307692308;4806.05538461538;19043.9863609467;23887.7541047337;332102.70946765;1.43157109701862;1.86750897274747;4.74275730832962;7.36056436433786;1.95467849620806;6.1641979659402;17.0326183509156
48;CAN;p1_mid;p1_high;p1_high;15.1768057334429;38.8225503150677;37.4051655745266;24091.7866862759;42.5573400042785;9.3060691814464;33.251270822832;31.944;630347.230936045;47562.4593261538;2423.07692307692;17714.928;-82.5021538461537;-8.38596923076862;697956.807062199;214555.9401216;33985.8105723077;29486.7692307692;10361.4661538462;4272.48;18963.4584319527;22295.172195858;333921.096706334;1.07718446440496;2.00575897358215;4.4473341549553;7.29208224722231;1.79808922227402;5.27811337586181;15.4556019949028
49;CAN;p1_high;mean_p0;mean_p0;40.2673154252103;0;0;27961.1241161443;33.6126361136176;7.65727596933005;25.9553601442875;4.224;706457.503637701;37690.4284892308;2927.69230769231;18973.416;-1343.98292307692;-69.1842461538461;764635.873265393;232450.445730462;40145.2670738462;3899.07692307692;8223.28676923077;5943.65538461538;19229.050591716;26319.5568426035;336210.33931555;1.84150317680188;1.82941901442882;5.11052759845531;7.58858733747725;2.12463406653424;7.43384854613219;18.0149483229165
50;CAN;p1_high;mean_p0;p1_low;39.4427548909262;0;3.84703761566419;27323.0724486289;34.0786897779569;7.74645261204129;26.3322371659156;7.768;692075.084614758;38173.1006843077;2806.15384615385;18525.276;-1019.07984615385;-70.2324923076925;750490.302806758;228979.351083323;38512.3775046154;7170.46153846154;8303.39446153846;5699.68615384615;19172.0260650888;25246.9681017751;333084.264908649;1.78646257199376;1.84487401815811;5.02109105535075;7.55899008796845;2.12086851282892;7.04134333702356;17.6675467124932
51;CAN;p1_high;mean_p0;p1_mid;38.3746908913019;0;14.955163003689;26245.4507268042;35.9025646028894;7.85908170196133;28.0434829009281;15.7;668821.636331026;40348.1495864615;2547.69230769231;17910.816;-133.402923076923;-15.7236923076922;729479.167609795;223378.790683569;36036.3107907692;14492.3076923077;8602.17292307692;5263.42153846154;19078.9852662722;23633.6046911243;330485.593585581;1.54226408331353;1.84183149045647;4.71581611174852;7.37531050582133;2.0320526396533;6.50094641593432;16.3920990433089
52;CAN;p1_high;mean_p0;p1_high;37.2031303542536;0;36.412125864392;24722.3596742506;39.5473539481488;8.22085784723694;31.3264961009119;27.716;639914.867283732;44748.4485187692;2352.30769230769;17181.78;237.196923076923;-9.43421538461499;704425.166202501;216529.763106462;33341.2637384615;25584;9476.33015384615;4626.99692307692;18986.4123076923;21864.531891716;330409.298121254;1.14913702516243;1.93217544525071;4.42159835425741;7.1266583092942;1.81623344477699;5.59512596694611;14.8999947614534
53;CAN;p1_high;p1_low;mean_p0;39.4506969849327;3.92247270218272;0;27445.7048599513;34.1246970363201;7.80282052226609;26.321876514054;7.412;694839.571918459;38167.6604406154;2880;18649.092;-1015.64846153846;-74.4254769230769;753446.250420613;229622.609974154;38939.2455753846;6841.84615384615;8216.23969230769;5734.85538461538;19176.7713017751;25530.2774301775;334061.84551226;1.71552093776517;1.81429092591513;4.97574020380161;7.57116071517046;2.05392825423185;7.03952846473217;17.9694103356106
54;CAN;p1_high;p1_low;p1_low;38.7306185296827;3.8293325900569;3.85151006485269;27053.3514794533;34.4847790206787;7.76359393353907;26.7211850871397;9.412;686237.453285417;38685.6134043077;2769.23076923077;18339.552;-816.799692307692;-56.6052923076923;745158.44447434;227573.459552492;38095.3588523077;8688;8301.56523076923;5572.02461538462;19149.6514201183;24975.3910828402;332355.450753912;1.66160259690693;1.80278493416103;4.82126778958673;7.45887499320714;2.06291786924162;6.86794888630937;17.4929168498978
55;CAN;p1_high;p1_low;p1_mid;38.1849824785121;3.89365736253697;14.8817708171398;26058.8181675086;36.5644896030304;7.97585470465746;28.5886348983729;17.08;665387.692029216;41090.9577889231;2504.61538461538;17716.776;8.20861538461534;-14.6754461538461;726693.574371986;222542.527582523;36041.6045415385;15766.1538461538;8665.35969230769;5182.50461538462;19061.4672485207;23641.983104142;330901.60063057;1.4201022660237;1.89009898017458;4.74448122754644;7.30517018194806;1.96099408614254;6.22127157540221;16.2147437705094
56;CAN;p1_high;p1_low;p1_high;37.1592902317006;3.75439730746117;36.4776468741597;24546.479220046;40.426607869799;8.40827299685504;32.0183348729439;29.476;636866.314145363;45707.5239796923;2333.84615384615;17204.88;257.19876923077;-5.24123076923019;702364.521817363;215837.903976369;33233.3336707692;27208.6153846154;9600.96830769231;4549.40307692308;18976.7213313609;21792.3155402367;331199.261287967;1.14363495983386;1.91485543398952;4.29561390560728;7.19335769411523;1.82123521201276;5.36993596630941;14.8627951222336
57;CAN;p1_high;p1_mid;mean_p0;38.4202726518637;15.3287679937012;0;26532.5080827094;35.9943422269648;8.06190795935674;27.932434267608;14.276;675267.582378042;40274.7345532308;2689.23076923077;17998.596;-349.583692307693;-30.399138461538;735850.160869734;224897.946987323;37031.1093753846;13177.8461538462;8405.50953846154;5308.56;19092.5674852071;24291.0569887574;332204.59652898;1.59172364325981;1.87285711149848;4.83378322600459;7.37008319358813;1.9780191893606;6.47801049286559;17.064264401948
58;CAN;p1_high;p1_mid;p1_low;38.1866158775942;15.2580877184771;3.72387504817984;26234.7399909381;36.7156718895078;8.04513017933811;28.6705417101697;16.408;669062.722041302;41257.4505889231;2586.15384615385;17875.704;-226.882;-26.2061538461536;730528.942322532;223423.205458708;36534.8502738462;15145.8461538462;8554.35292307692;5192.30769230769;19069.754704142;23970.7535497041;331891.070755631;1.47009395904815;1.90348973155861;4.77080354455866;7.39710520924028;1.93790592968461;6.30565751294679;16.8699240490585
59;CAN;p1_high;p1_mid;p1_mid;37.9996910256776;15.1515953995831;14.8408019506712;25452.0784403273;39.0060604917719;8.40332017097792;30.602740320794;23.2;654081.895132839;43871.5134621539;2432.30769230769;17628.072;45.7558461538445;-7.33772307692279;718052.206410377;219883.082723446;35178.0151938461;21415.3846153846;8950.10984615385;4892.28923076923;19015.2550295858;23078.6297502959;332412.766389482;1.26310869730514;1.91092028655247;4.64636946101285;7.26194790794897;1.80124389189237;5.63932731900739;15.8723655163265
60;CAN;p1_high;p1_mid;p1_high;37.314333570346;14.8201626892966;36.3360901362334;24066.8076356787;42.7021032372368;8.57269420633851;34.1294090308983;34.596;628508.180597334;48639.8751483077;2300;17209.5;68.097076923076;-10.4824615384612;696715.170361026;213942.274932185;32692.2244923077;31934.7692307692;9996.596;4345.31076923077;18950.5965384615;21442.4092189349;333304.181181889;1.00051454542947;2.01119997921051;4.33624286679886;7.16654102947623;1.76260884755113;5.01266780678031;14.5613454550425
61;CAN;p1_high;p1_high;mean_p0;37.5340866272098;37.8551184114884;0;25273.9297557614;40.0420904526538;8.68195938425959;31.3601310683942;25.452;651365.070810158;44887.1040867692;2506.15384615385;17346.252;218.150307692309;-23.061415384615;716299.669635389;219201.163900062;35196.6686123077;23494.1538461538;8947.78092307692;4687.03384615385;19001.1752662722;23114.0544905325;333642.030884559;1.19501640326863;1.87579970130103;4.47302380723515;7.25109515116259;1.86360238953012;5.45860759540162;16.1829171290955
62;CAN;p1_high;p1_high;p1_low;37.4356854012794;37.8831402689497;3.71754580408596;25068.8469689764;40.6826484194279;8.72856120474172;31.9540872146861;27.244;647323.998112773;45703.3752098462;2467.69230769231;17422.02;139.702153846153;-1.04824615384566;713055.739538004;218259.963967015;34774.7613723077;25148.3076923077;9142.72738461538;4612.70769230769;18988.1871301775;22836.1999899408;333762.855228672;1.18562312373386;1.92385379803554;4.37850410144391;7.22760790773553;1.82217846140823;5.35047704097014;16.0068679807394
